panel,method,d,model,x_variable,y_variable,fit_cutoff,x_min,x_max,n_points,prefactor_A,exponent_p,exponent_stderr,r_squared_log10
a,CEBP,1,epsilon = A * N^p,N,epsilon,10000,10000,50000000000,14,60.389698549676446,-0.5835780788130982,0.014822465604655896,0.99231798639561486
a,CEBP,2,epsilon = A * N^p,N,epsilon,100000,100000,50000000000,12,299.41898516158261,-0.62451297983652376,0.028353950260990003,0.97980317736790623
a,CEBP,3,epsilon = A * N^p,N,epsilon,1000000,1000000,50000000000,10,996.04098264667186,-0.62215455672897824,0.029186522968179814,0.98269870864815045
b,CEBP,1,N = A * n^p,n,N,all,1,9,9,2243.6059000352207,1.7947376961162596,0.084843444572192339,0.98459749419434739
b,CEBP,2,N = A * n^p,n,N,all,2,9,8,7763.6120013337313,2.155386538594517,0.10646616520407282,0.98557179161870556
b,CEBP,3,N = A * n^p,n,N,all,3,9,7,57222.272412811297,1.9737437790400403,0.21983393241637247,0.94159600937524257
b,LP-LI,1,N = A * n^p,n,N,all,1,9,9,55.524791864479276,7.7705416395861997,0.83110730860277016,0.92585962085264006
b,LP-LI,2,N = A * n^p,n,N,all,2,9,8,1.1791329420113574,10.270386103799439,0.88506442801882856,0.95734255442922866
b,LP-LI,3,N = A * n^p,n,N,all,3,9,7,0.037630579074650054,12.227093118829044,0.85366187957346451,0.97620763885862005
